날짜,지점명,담당자명,병원명,segment,activities,품목,품목규격,처방수량,처방금액,월
2025-01-14,강원지점,강원지점_사원5,마포_A_병원_4,상급종합,대면,아키정,250mg,426,1363200,1
2025-01-14,서울2본부,서울2본부_사원3,송파_D_병원_7,종합병원,대면,인장캡슐,200mg,174,214020,1
2025-01-14,서울2본부,서울2본부_사원3,송파_D_병원_7,종합병원,대면,포트폴듀오정,100mg,51,16830,1
2025-01-11,강원지점,강원지점_사원2,춘천_D_병원_6,일반의원,접근,포트폴듀오정,150mg,30,12900,1
2025-01-03,서울2본부,서울2본부_사원2,둔산_A_병원_8,상급종합,대면,베라스트정,600mg,540,340200,1
2025-01-17,강원지점,강원지점_사원6,춘천_D_병원_1,일반의원,니즈환기,벨로정,2.5mg,15,5250,1
2025-01-07,서울2본부,서울2본부_사원7,둔산_B_병원_10,일반의원,PT,데이터패치,10매,46,138000,1
2025-01-07,서울2본부,서울2본부_사원7,둔산_B_병원_10,일반의원,PT,포트폴듀오정,250mg,39,20670,1
2025-01-03,경기남부,경기남부_사원7,상무_B_병원_10,일반의원,PT,담솔정,10mg,19,16188,1
2025-01-03,경기남부,경기남부_사원7,상무_B_병원_10,일반의원,PT,포트폴듀오정,150mg,27,11610,1
2025-01-26,대전지점,대전지점_사원3,마포_D_병원_7,종합병원,니즈환기,벨로정,2.5mg,176,61600,1
2025-01-31,충청지점,충청지점_사원6,강남_C_병원_7,종합병원,시연,포트폴듀오정,100mg,104,34320,1
2025-01-31,충청지점,충청지점_사원6,강남_C_병원_7,종합병원,시연,아키정,250mg,108,345600,1
2025-01-14,충청지점,충청지점_사원7,춘천_C_병원_1,종합병원,대면,벨로정,2.5mg,118,41300,1
2025-01-14,충청지점,충청지점_사원7,춘천_C_병원_1,종합병원,대면,포트폴듀오정,100mg,173,57090,1
2025-01-06,강원지점,강원지점_사원5,송파_B_병원_3,상급종합,PT,벨로정,2.5mg,691,241850,1
2025-01-18,서울1본부,서울1본부_사원5,둔산_C_병원_1,종합병원,시연,아키정,100mg,256,384000,1
2025-01-18,서울1본부,서울1본부_사원5,둔산_C_병원_1,종합병원,시연,인장캡슐,400mg,163,349635,1
2025-01-13,경기북부,경기북부_사원3,수성구_D_병원_2,종합병원,피드백,인장캡슐,200mg,161,198030,1
2025-01-13,경기북부,경기북부_사원3,수성구_D_병원_2,종합병원,피드백,포트폴듀오정,50mg,109,25070,1
2025-01-10,경기남부,경기남부_1팀장,강남_B_병원_8,상급종합,접근,포트폴듀오정,150mg,588,252840,1
2025-01-14,서울1본부,서울1본부_사원6,강남_A_병원_3,상급종합,PT,포트폴듀오정,250mg,223,118190,1
2025-01-14,서울1본부,서울1본부_사원6,강남_A_병원_3,상급종합,PT,벨로정,2.5mg,123,43050,1
2025-01-17,강원지점,강원지점_1팀장,송파_C_병원_4,일반의원,접근,담솔정,10mg,16,13632,1
2025-01-17,강원지점,강원지점_1팀장,송파_C_병원_4,일반의원,접근,담솔정,5mg,41,21115,1
2025-01-17,경기북부,경기북부_사원5,상무_D_병원_2,종합병원,클로징,데이터패치,10매,148,444000,1
2025-01-28,경기남부,경기남부_사원2,강남_A_병원_9,일반의원,클로징,포트폴듀오정,100mg,37,12210,1
2025-01-28,경기남부,경기남부_사원2,강남_A_병원_9,일반의원,클로징,인장캡슐,200mg,15,18450,1
2025-01-13,강원지점,강원지점_사원6,해운대_B_병원_4,종합병원,시연,담솔정,5mg,56,28840,1
2025-01-13,강원지점,강원지점_사원6,해운대_B_병원_4,종합병원,시연,베라스트정,600mg,285,179550,1
2025-01-13,경기남부,경기남부_사원3,강남_D_병원_9,상급종합,니즈환기,아키정,250mg,383,1225600,1
2025-01-04,경기남부,경기남부_사원6,수성구_D_병원_3,일반의원,접근,아키정,100mg,41,61500,1
2025-01-12,충청지점,충청지점_사원4,서초_C_병원_6,종합병원,접근,포트폴듀오정,100mg,39,12870,1
2025-01-06,충청지점,충청지점_1팀장,마포_C_병원_1,상급종합,클로징,베라스트정,600mg,665,418950,1
2025-01-06,충청지점,충청지점_1팀장,마포_C_병원_1,상급종합,클로징,담솔정,10mg,191,162732,1
2025-01-11,서울2본부,서울2본부_사원1,둔산_A_병원_9,상급종합,니즈환기,베라스트정,600mg,651,410130,1
2025-01-09,서울1본부,서울1본부_사원4,마포_B_병원_3,종합병원,피드백,벨로정,2.5mg,265,92750,1
2025-01-06,부산지점,부산지점_사원2,수원_C_병원_8,상급종합,피드백,포트폴듀오정,250mg,423,224190,1
2025-01-27,광주지점,광주지점_사원3,마포_A_병원_3,종합병원,피드백,담솔정,5mg,235,121025,1
2025-01-27,광주지점,광주지점_사원3,마포_A_병원_3,종합병원,피드백,포트폴듀오정,150mg,284,122120,1
2025-01-26,경기북부,경기북부_사원2,둔산_C_병원_3,일반의원,시연,담솔정,10mg,33,28116,1
2025-01-25,광주지점,광주지점_1팀장,해운대_A_병원_5,일반의원,컨택,포트폴듀오정,150mg,12,5160,1
2025-01-25,광주지점,광주지점_1팀장,해운대_A_병원_5,일반의원,컨택,아키정,250mg,46,147200,1
2025-01-24,경기북부,경기북부_사원1,춘천_D_병원_9,일반의원,접근,인장캡슐,400mg,11,23595,1
2025-01-11,충청지점,충청지점_1팀장,수원_B_병원_4,상급종합,대면,베라스트정,600mg,276,173880,1
2025-01-14,광주지점,광주지점_사원6,수원_C_병원_3,상급종합,대면,베라스트정,300mg,721,382130,1
2025-01-14,광주지점,광주지점_사원6,수원_C_병원_3,상급종합,대면,데이터패치,10매,720,2160000,1
2025-01-29,서울2본부,서울2본부_사원4,수원_C_병원_7,종합병원,피드백,담솔정,10mg,230,195960,1
2025-01-28,대전지점,대전지점_사원2,마포_B_병원_5,종합병원,PT,포트폴듀오정,250mg,264,139920,1
2025-01-28,대전지점,대전지점_사원2,마포_B_병원_5,종합병원,PT,포트폴듀오정,150mg,187,80410,1
2025-01-29,강원지점,강원지점_사원4,강남_A_병원_8,종합병원,대면,포트폴듀오정,50mg,165,37950,1
2025-01-29,강원지점,강원지점_사원4,강남_A_병원_8,종합병원,대면,인장캡슐,200mg,190,233700,1
2025-01-18,부산지점,부산지점_사원5,춘천_B_병원_7,상급종합,클로징,인장캡슐,200mg,264,324720,1
2025-01-18,부산지점,부산지점_사원5,춘천_B_병원_7,상급종합,클로징,아키정,100mg,288,432000,1
2025-01-12,대구지점,대구지점_사원1,송파_D_병원_2,상급종합,클로징,담솔정,10mg,133,113316,1
2025-01-02,경기남부,경기남부_사원2,서초_C_병원_3,일반의원,피드백,포트폴듀오정,100mg,40,13200,1
2025-01-22,서울2본부,서울2본부_1팀장,둔산_A_병원_7,상급종합,컨택,담솔정,10mg,392,333984,1
2025-01-11,강원지점,강원지점_1팀장,수성구_B_병원_10,종합병원,클로징,포트폴듀오정,150mg,275,118250,1
2025-01-11,강원지점,강원지점_1팀장,수성구_B_병원_10,종합병원,클로징,포트폴듀오정,50mg,39,8970,1
2025-01-04,대전지점,대전지점_1팀장,마포_B_병원_3,일반의원,니즈환기,포트폴듀오정,150mg,20,8600,1
2025-01-04,대전지점,대전지점_1팀장,마포_B_병원_3,일반의원,니즈환기,인장캡슐,200mg,45,55350,1
2025-01-19,부산지점,부산지점_1팀장,강남_A_병원_6,상급종합,클로징,벨로정,2.5mg,176,61600,1
2025-01-26,서울2본부,서울2본부_1팀장,송파_D_병원_10,상급종합,대면,베라스트정,300mg,445,235850,1
2025-01-24,부산지점,부산지점_1팀장,강남_B_병원_9,종합병원,니즈환기,담솔정,5mg,94,48410,1
2025-01-24,부산지점,부산지점_1팀장,강남_B_병원_9,종합병원,니즈환기,베라스트정,300mg,127,67310,1
2025-01-04,경기북부,경기북부_사원7,둔산_B_병원_2,종합병원,시연,아키정,250mg,80,256000,1
2025-01-29,서울2본부,서울2본부_사원7,해운대_D_병원_2,일반의원,시연,벨로정,2.5mg,48,16800,1
2025-01-29,강원지점,강원지점_사원3,마포_A_병원_6,상급종합,피드백,인장캡슐,400mg,701,1503645,1
2025-01-27,강원지점,강원지점_사원6,강남_A_병원_3,종합병원,니즈환기,담솔정,5mg,248,127720,1
2025-01-25,경기북부,경기북부_사원7,마포_D_병원_6,종합병원,피드백,담솔정,5mg,115,59225,1
2025-01-15,서울1본부,서울1본부_사원2,송파_A_병원_5,상급종합,시연,포트폴듀오정,50mg,519,119370,1
2025-01-11,충청지점,충청지점_사원5,수원_C_병원_10,종합병원,PT,담솔정,10mg,92,78384,1
2025-01-11,충청지점,충청지점_사원5,수원_C_병원_10,종합병원,PT,벨로정,2.5mg,67,23450,1
2025-01-09,서울1본부,서울1본부_1팀장,마포_A_병원_9,일반의원,대면,포트폴듀오정,50mg,8,1840,1
2025-01-09,서울1본부,서울1본부_1팀장,마포_A_병원_9,일반의원,대면,담솔정,5mg,44,22660,1
2025-01-12,부산지점,부산지점_사원1,마포_B_병원_1,일반의원,니즈환기,베라스트정,300mg,11,5830,1
2025-01-12,부산지점,부산지점_사원1,마포_B_병원_1,일반의원,니즈환기,인장캡슐,200mg,17,20910,1
2025-01-30,경기남부,경기남부_사원7,수성구_C_병원_9,종합병원,컨택,인장캡슐,400mg,131,280995,1
2025-01-01,강원지점,강원지점_사원1,송파_C_병원_8,상급종합,PT,포트폴듀오정,100mg,551,181830,1
2025-01-01,강원지점,강원지점_사원1,송파_C_병원_8,상급종합,PT,인장캡슐,400mg,530,1136850,1
2025-01-18,서울2본부,서울2본부_사원6,강남_B_병원_8,상급종합,시연,아키정,250mg,415,1328000,1
2025-01-18,서울2본부,서울2본부_사원6,강남_B_병원_8,상급종합,시연,베라스트정,600mg,770,485100,1
2025-01-07,광주지점,광주지점_사원6,송파_A_병원_8,상급종합,대면,포트폴듀오정,50mg,752,172960,1
2025-01-03,경기남부,경기남부_사원2,수원_A_병원_7,종합병원,클로징,벨로정,2.5mg,212,74200,1
2025-01-27,서울2본부,서울2본부_사원7,마포_B_병원_7,상급종합,시연,벨로정,2.5mg,154,53900,1
2025-01-12,강원지점,강원지점_사원6,송파_B_병원_1,종합병원,클로징,벨로정,2.5mg,195,68250,1
2025-01-09,서울1본부,서울1본부_사원5,상무_B_병원_6,상급종합,니즈환기,베라스트정,600mg,388,244440,1
2025-01-09,서울1본부,서울1본부_사원5,상무_B_병원_6,상급종합,니즈환기,포트폴듀오정,100mg,170,56100,1
2025-01-26,대구지점,대구지점_사원7,수성구_A_병원_7,일반의원,클로징,담솔정,10mg,29,24708,1
2025-01-11,광주지점,광주지점_사원7,춘천_B_병원_3,일반의원,PT,베라스트정,300mg,45,23850,1
2025-01-11,광주지점,광주지점_사원7,춘천_B_병원_3,일반의원,PT,담솔정,10mg,18,15336,1
2025-01-08,충청지점,충청지점_사원5,수원_C_병원_1,상급종합,클로징,포트폴듀오정,50mg,350,80500,1
2025-01-08,충청지점,충청지점_사원5,수원_C_병원_1,상급종합,클로징,벨로정,2.5mg,427,149450,1
2025-01-06,대전지점,대전지점_사원1,마포_D_병원_9,종합병원,피드백,벨로정,2.5mg,223,78050,1
2025-01-17,강원지점,강원지점_사원4,강남_D_병원_8,상급종합,니즈환기,포트폴듀오정,50mg,741,170430,1
2025-01-17,강원지점,강원지점_사원4,강남_D_병원_8,상급종합,니즈환기,아키정,250mg,336,1075200,1
2025-01-19,서울1본부,서울1본부_사원7,수원_D_병원_9,종합병원,컨택,데이터패치,10매,289,867000,1
2025-01-19,서울1본부,서울1본부_사원7,수원_D_병원_9,종합병원,컨택,베라스트정,600mg,298,187740,1
2025-01-09,대구지점,대구지점_사원3,강남_C_병원_10,일반의원,니즈환기,벨로정,2.5mg,47,16450,1
2025-01-25,충청지점,충청지점_1팀장,서초_C_병원_7,일반의원,접근,베라스트정,600mg,10,6300,1
2025-01-25,충청지점,충청지점_1팀장,서초_C_병원_7,일반의원,접근,포트폴듀오정,250mg,47,24910,1
2025-01-22,광주지점,광주지점_사원5,둔산_B_병원_5,종합병원,시연,포트폴듀오정,100mg,160,52800,1
2025-01-31,강원지점,강원지점_사원1,송파_A_병원_1,종합병원,대면,인장캡슐,400mg,108,231660,1
2025-01-31,강원지점,강원지점_사원1,송파_A_병원_1,종합병원,대면,포트폴듀오정,250mg,260,137800,1
2025-01-01,대전지점,대전지점_사원7,춘천_B_병원_4,일반의원,시연,포트폴듀오정,250mg,35,18550,1
2025-01-01,대전지점,대전지점_사원7,춘천_B_병원_4,일반의원,시연,인장캡슐,200mg,15,18450,1
2025-01-10,경기북부,경기북부_사원4,강남_D_병원_7,일반의원,클로징,베라스트정,600mg,29,18270,1
2025-01-10,경기북부,경기북부_사원6,강남_D_병원_8,상급종합,PT,포트폴듀오정,250mg,302,160060,1
2025-01-10,경기북부,경기북부_사원6,강남_D_병원_8,상급종합,PT,베라스트정,300mg,675,357750,1
2025-01-30,경기북부,경기북부_사원6,상무_A_병원_10,상급종합,접근,인장캡슐,400mg,308,660660,1
2025-01-14,경기북부,경기북부_사원2,수원_A_병원_1,상급종합,대면,베라스트정,600mg,692,435960,1
2025-01-31,부산지점,부산지점_사원6,송파_C_병원_6,상급종합,피드백,인장캡슐,400mg,746,1600170,1
2025-01-31,부산지점,부산지점_사원6,송파_C_병원_6,상급종합,피드백,베라스트정,600mg,766,482580,1
2025-01-27,대구지점,대구지점_사원1,송파_C_병원_10,종합병원,접근,인장캡슐,200mg,268,329640,1
2025-01-13,광주지점,광주지점_1팀장,마포_A_병원_3,상급종합,PT,담솔정,10mg,483,411516,1
2025-01-10,서울1본부,서울1본부_사원2,마포_B_병원_8,종합병원,피드백,데이터패치,10매,187,561000,1
2025-01-18,서울2본부,서울2본부_사원5,수원_B_병원_4,일반의원,접근,담솔정,10mg,12,10224,1
2025-01-30,광주지점,광주지점_1팀장,수원_A_병원_6,상급종합,시연,담솔정,5mg,257,132355,1
2025-01-30,광주지점,광주지점_1팀장,수원_A_병원_6,상급종합,시연,인장캡슐,400mg,662,1419990,1
2025-01-24,부산지점,부산지점_사원6,춘천_A_병원_8,상급종합,클로징,담솔정,10mg,190,161880,1
2025-01-24,부산지점,부산지점_사원6,춘천_A_병원_8,상급종합,클로징,포트폴듀오정,50mg,306,70380,1
2025-01-06,충청지점,충청지점_사원4,수원_A_병원_3,상급종합,PT,베라스트정,300mg,398,210940,1
2025-01-06,충청지점,충청지점_사원4,수원_A_병원_3,상급종합,PT,포트폴듀오정,150mg,299,128570,1
2025-01-08,경기남부,경기남부_1팀장,둔산_A_병원_3,일반의원,접근,베라스트정,600mg,40,25200,1
2025-01-05,대전지점,대전지점_사원1,상무_B_병원_2,상급종합,PT,포트폴듀오정,50mg,149,34270,1
2025-01-05,대전지점,대전지점_사원1,상무_B_병원_2,상급종합,PT,포트폴듀오정,100mg,414,136620,1
2025-01-04,대전지점,대전지점_사원5,서초_A_병원_2,종합병원,피드백,담솔정,10mg,103,87756,1
2025-01-04,대전지점,대전지점_사원5,서초_A_병원_2,종합병원,피드백,포트폴듀오정,50mg,282,64860,1
2025-01-20,대전지점,대전지점_사원4,춘천_A_병원_9,상급종합,컨택,베라스트정,600mg,448,282240,1
2025-01-20,대전지점,대전지점_사원4,춘천_A_병원_9,상급종합,컨택,포트폴듀오정,150mg,468,201240,1
2025-01-31,대구지점,대구지점_1팀장,춘천_B_병원_1,상급종합,니즈환기,담솔정,10mg,140,119280,1
2025-01-13,서울2본부,서울2본부_사원4,강남_B_병원_2,종합병원,니즈환기,베라스트정,300mg,226,119780,1
2025-01-07,대전지점,대전지점_사원7,상무_A_병원_5,일반의원,니즈환기,아키정,250mg,27,86400,1
2025-01-07,대전지점,대전지점_사원7,상무_A_병원_5,일반의원,니즈환기,담솔정,5mg,38,19570,1
2025-01-31,대구지점,대구지점_사원2,송파_B_병원_2,종합병원,대면,인장캡슐,400mg,170,364650,1
2025-01-31,대구지점,대구지점_사원2,송파_B_병원_2,종합병원,대면,담솔정,5mg,229,117935,1
2025-01-05,충청지점,충청지점_사원7,수원_B_병원_3,일반의원,접근,담솔정,5mg,38,19570,1
2025-01-05,충청지점,충청지점_사원7,수원_B_병원_3,일반의원,접근,담솔정,10mg,20,17040,1
2025-01-25,서울2본부,서울2본부_사원2,마포_B_병원_4,상급종합,PT,포트폴듀오정,100mg,201,66330,1
2025-01-25,서울2본부,서울2본부_사원2,마포_B_병원_4,상급종합,PT,아키정,250mg,723,2313600,1
2025-01-28,광주지점,광주지점_사원2,마포_B_병원_4,일반의원,접근,베라스트정,300mg,15,7950,1
2025-01-28,광주지점,광주지점_사원2,마포_B_병원_4,일반의원,접근,데이터패치,10매,24,72000,1
2025-01-05,서울1본부,서울1본부_사원4,강남_C_병원_2,일반의원,컨택,아키정,250mg,15,48000,1
2025-01-05,서울1본부,서울1본부_사원4,강남_C_병원_2,일반의원,컨택,담솔정,10mg,43,36636,1
2025-01-18,대구지점,대구지점_사원6,강남_B_병원_4,상급종합,피드백,인장캡슐,200mg,325,399750,1
2025-01-18,대구지점,대구지점_사원6,강남_B_병원_4,상급종합,피드백,벨로정,2.5mg,445,155750,1
2025-01-20,서울2본부,서울2본부_1팀장,서초_A_병원_2,상급종합,대면,베라스트정,600mg,784,493920,1
